Date,Open,High,Low,Close,Adj Close,Volume,Name,Surname,Date_Practice,Percentage_change
2015-05-05 00:00:00+00:00,23.219999,24.32,21.9,24.15,24.15,1064700,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,6.33074532
2015-05-06 00:00:00+00:00,24.15,25.42,23.032,23.4,23.4,1290700,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,3.8509358178
2015-05-07 00:00:00+00:00,23.4,24.42,22.715,23.690001,23.690001,616600,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-3.2051282051
2015-05-08 00:00:00+00:00,23.93,24.1,22.5,22.709999,22.709999,784000,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,2.2147931467
2015-05-11 00:00:00+00:00,20.709999,21.49,20.02,20.85,20.85,2115100,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-15.5480500023
2015-05-12 00:00:00+00:00,21.23,21.450001,20.360001,20.57,20.57,1140300,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,2.4493688177
2015-05-13 00:00:00+00:00,20.5,20.780001,19.5,19.83,19.83,1536000,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-3.5609756098
2015-05-14 00:00:00+00:00,19.83,20.75,19.615,20.6,20.6,1043600,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-3.3787191125
2015-05-15 00:00:00+00:00,20.559999,20.82,19.51,20.049999,20.049999,1177100,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,3.5505789665
2015-05-18 00:00:00+00:00,19.51,20.75,19.15,20.559999,20.559999,1211100,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-5.3818503332
2015-05-19 00:00:00+00:00,20.559999,21.309999,19.66,21.0,21.0,2015100,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,5.1069992756
2015-05-20 00:00:00+00:00,16.9,17.32,15.7,17.200001,17.200001,11105200,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-21.6567988166
2015-05-21 00:00:00+00:00,17.370001,17.690001,16.91,17.51,17.51,2318100,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,2.7058202242
2015-05-22 00:00:00+00:00,17.82,18.15,17.0,17.17,17.17,2012100,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,2.5252469136
2015-05-26 00:00:00+00:00,16.59,17.299999,16.18,17.09,17.09,1797400,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-7.4141048825
2015-05-27 00:00:00+00:00,17.02,17.629999,16.85,17.059999,17.059999,878600,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,2.526439483
2015-05-28 00:00:00+00:00,16.950001,17.1,16.719999,17.040001,17.040001,489100,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-0.412973427
2015-05-29 00:00:00+00:00,17.0,17.1,16.5,16.76,16.76,940400,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,0.2941117647
2015-06-01 00:00:00+00:00,16.76,16.77,16.0,16.049999,16.049999,858400,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-1.4319809069
2015-06-02 00:00:00+00:00,15.98,16.1,15.73,15.86,15.86,763000,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-4.8811013767
2015-06-03 00:00:00+00:00,15.7,15.875,14.96,15.32,15.32,1432900,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-1.7834394904000002
2015-06-04 00:00:00+00:00,15.25,15.63,15.0,15.07,15.07,808000,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-2.9508196721
2015-06-05 00:00:00+00:00,15.15,15.28,14.64,15.03,15.03,712400,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-0.6600660066
2015-06-08 00:00:00+00:00,14.95,15.13,14.68,14.86,14.86,500400,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-1.3377926421
2015-06-09 00:00:00+00:00,15.11,16.25,15.01,15.99,15.99,2273800,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,1.0589013898
2015-06-10 00:00:00+00:00,16.049999,18.42,16.01,16.780001,16.780001,3384300,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,5.8566919537
2015-06-11 00:00:00+00:00,17.08,17.683001,16.75,16.860001,16.860001,1418000,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,6.0304508197
2015-06-12 00:00:00+00:00,16.75,17.139999,16.32,16.639999,16.639999,747300,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-1.9701492537
2015-06-15 00:00:00+00:00,16.200001,17.1,16.139999,16.32,16.32,1088400,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-3.395055346
2015-06-16 00:00:00+00:00,16.51,16.889999,16.200001,16.290001,16.290001,767500,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,1.8776438522
2015-06-17 00:00:00+00:00,16.299999,16.49,15.65,15.77,15.77,1427400,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-1.2883497723000001
2015-06-18 00:00:00+00:00,15.77,15.87,14.9,15.33,15.33,1386600,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-3.3608053266
2015-06-19 00:00:00+00:00,15.26,15.39,14.3,14.31,14.31,2590300,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-3.3420707733
2015-06-22 00:00:00+00:00,14.38,14.72,13.78,14.42,14.42,1536400,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-6.1196105702
2015-06-23 00:00:00+00:00,14.45,14.8,14.13,14.34,14.34,916600,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,0.4844290657
2015-06-24 00:00:00+00:00,14.33,14.59,14.17,14.39,14.39,841800,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-0.8374040475000001
2015-06-25 00:00:00+00:00,14.43,14.96,14.2,14.9,14.9,873800,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,0.693000693
2015-06-26 00:00:00+00:00,14.28,14.57,13.95,14.25,14.25,4215900,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-1.0504201681
2015-06-29 00:00:00+00:00,14.0,14.31,13.91,14.23,14.23,1251400,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-2.0
2015-06-30 00:00:00+00:00,14.3,14.424,13.95,14.05,14.05,1508100,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,2.0979020979
2015-07-01 00:00:00+00:00,14.13,14.48,13.96,14.01,14.01,1764900,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-1.203113942
2015-07-02 00:00:00+00:00,14.0,14.24,12.81,13.27,13.27,1977500,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-0.9285714286000001
2015-07-06 00:00:00+00:00,13.46,13.46,12.8,13.4,13.4,1435000,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-4.0118870728
2015-07-07 00:00:00+00:00,13.51,13.53,13.0,13.32,13.32,1030700,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,0.370096225
2015-07-08 00:00:00+00:00,13.17,14.56,13.1,14.55,14.55,961000,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-2.5816249051
2015-07-09 00:00:00+00:00,14.61,16.25,14.6,16.200001,16.200001,1936500,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,9.8562628337
2015-07-10 00:00:00+00:00,16.25,17.290001,15.82,16.530001,16.530001,1260300,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,10.0923076923
2015-07-13 00:00:00+00:00,16.65,16.9,15.62,16.030001,16.030001,715300,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,2.4024024024
2015-07-14 00:00:00+00:00,16.1,17.02,16.0,16.51,16.51,519800,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-3.4161490683
2015-07-15 00:00:00+00:00,16.58,17.15,16.41,16.82,16.82,1070600,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,2.8950542823000003
2015-07-16 00:00:00+00:00,16.9,17.299999,16.32,16.83,16.83,988000,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,1.8934911243
2015-07-17 00:00:00+00:00,16.940001,23.440001,16.57,21.98,21.98,11961100,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,0.2361333981
2015-07-20 00:00:00+00:00,20.440001,20.969999,18.92,19.559999,19.559999,3561300,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,17.1232868335
2015-07-21 00:00:00+00:00,19.549999,20.379999,18.610001,18.98,18.98,1733600,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-4.5524401306
2015-07-22 00:00:00+00:00,18.82,19.459999,18.02,18.450001,18.450001,869300,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-3.8788469713
2015-07-23 00:00:00+00:00,18.370001,19.139999,17.77,18.440001,18.440001,1156300,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-2.4496405852
2015-07-24 00:00:00+00:00,18.309999,19.889999,18.16,19.309999,19.309999,1292100,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-0.3277007279
2015-07-27 00:00:00+00:00,19.280001,19.469999,18.160999,18.299999,18.299999,645500,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,5.0311304444
2015-07-28 00:00:00+00:00,18.469999,19.15,18.309999,18.65,18.65,955000,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-4.3855010496
2015-07-29 00:00:00+00:00,18.700001,19.450001,18.25,18.98,18.98,874700,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,1.2299571535
2015-07-30 00:00:00+00:00,18.959999,21.658001,18.902,21.200001,21.200001,2323700,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,1.3712975407
2015-07-31 00:00:00+00:00,21.299999,21.9,20.41,20.84,20.84,1922600,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,10.9859160087
2015-08-03 00:00:00+00:00,21.0,21.48,19.85,20.5,20.5,1829700,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-1.4285666667
2015-08-04 00:00:00+00:00,20.360001,20.59,18.809999,19.23,19.23,3028600,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-3.1434134016
2015-08-05 00:00:00+00:00,15.62,16.280001,13.63,13.78,13.78,4141900,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-30.3457170294
2015-08-06 00:00:00+00:00,13.82,13.91,13.06,13.59,13.59,2053600,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-13.024602026
2015-08-07 00:00:00+00:00,13.54,13.77,13.21,13.44,13.44,1105000,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-2.0679468242
2015-08-10 00:00:00+00:00,13.52,14.34,13.3,14.29,14.29,679500,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-0.14792899410000002
2015-08-11 00:00:00+00:00,14.19,16.1,13.86,16.01,16.01,1200900,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,4.7216349542
2015-08-12 00:00:00+00:00,16.0,18.57,15.56,16.879999,16.879999,2096400,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,11.3125
2015-08-13 00:00:00+00:00,16.99,17.73,16.450001,16.99,16.99,1288500,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,5.8269570335
2015-08-14 00:00:00+00:00,17.07,17.65,16.65,17.08,17.08,1143200,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,0.46865846510000003
2015-08-17 00:00:00+00:00,17.540001,17.639999,16.5,17.35,17.35,1132300,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,2.6795950582
2015-08-18 00:00:00+00:00,17.16,17.469999,15.78,15.86,15.86,793400,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-2.214458042
2015-08-19 00:00:00+00:00,15.68,16.034,14.93,14.98,14.98,844600,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-9.4387755102
2015-08-20 00:00:00+00:00,14.61,14.965,13.8,14.25,14.25,853900,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-7.3237508556
2015-08-21 00:00:00+00:00,13.91,14.11,13.25,13.46,13.46,1223600,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-5.0323508267
2015-08-24 00:00:00+00:00,12.58,13.68,11.85,12.93,12.93,1002000,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-10.5723370429
2015-08-25 00:00:00+00:00,13.9,14.0,12.84,12.87,12.87,638500,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,9.4964028777
2015-08-26 00:00:00+00:00,13.2,13.3,12.63,13.04,13.04,580900,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-5.303030303
2015-08-27 00:00:00+00:00,13.25,14.31,13.19,14.29,14.29,838200,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,0.37735849060000004
2015-08-28 00:00:00+00:00,14.22,15.19,14.12,14.82,14.82,661500,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,6.8213783404
2015-08-31 00:00:00+00:00,14.61,14.88,13.88,14.33,14.33,782900,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,2.6694045175000003
2015-09-01 00:00:00+00:00,13.84,14.45,13.805,14.06,14.06,440700,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-5.563583815
2015-09-02 00:00:00+00:00,14.23,14.565,13.88,14.35,14.35,431400,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,2.7406886859
2015-09-03 00:00:00+00:00,14.26,14.79,13.94,14.02,14.02,398400,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,0.2103786816
2015-09-04 00:00:00+00:00,13.9,14.3,13.71,14.21,14.21,297800,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-2.5899280576
2015-09-08 00:00:00+00:00,14.57,14.65,14.08,14.36,14.36,252400,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,4.598490048
2015-09-09 00:00:00+00:00,14.54,14.6,13.9,13.99,13.99,516800,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-0.20632737280000002
2015-09-10 00:00:00+00:00,13.89,14.3,13.87,14.23,14.23,336400,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-4.6796256299
2015-09-11 00:00:00+00:00,14.08,14.38,13.96,14.31,14.31,270300,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,1.3494318182
2015-09-14 00:00:00+00:00,14.17,14.5,13.98,14.38,14.38,209400,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,0.6351446718
2015-09-15 00:00:00+00:00,14.48,14.76,14.38,14.6,14.6,190000,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,2.1408839779
2015-09-16 00:00:00+00:00,14.53,14.66,14.14,14.39,14.39,207300,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,0.3441156228
2015-09-17 00:00:00+00:00,14.32,15.66,14.32,15.61,15.61,643500,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-1.4664804469
2015-09-18 00:00:00+00:00,15.28,15.7,14.9,15.4,15.4,617200,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,6.2827225131
2015-09-21 00:00:00+00:00,15.44,16.73,15.17,15.9,15.9,896700,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,1.0362694301
2015-09-22 00:00:00+00:00,15.5,15.99,15.1,15.18,15.18,393400,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,0.3870967742
2015-09-23 00:00:00+00:00,15.16,15.34,14.34,14.61,14.61,341400,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-2.2427440633
2015-09-24 00:00:00+00:00,14.39,14.99,14.16,14.98,14.98,243800,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-5.3509381515
2015-09-25 00:00:00+00:00,15.13,15.29,14.0,14.11,14.11,425100,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,4.8909451421
2015-09-28 00:00:00+00:00,14.12,14.37,13.86,13.88,13.88,591600,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-7.1529745042
2015-09-29 00:00:00+00:00,13.94,14.2,13.52,13.82,13.82,539600,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-1.2912482066
2015-09-30 00:00:00+00:00,14.0,14.19,13.31,13.69,13.69,500800,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,0.4285714286
2015-10-01 00:00:00+00:00,13.91,14.35,13.43,14.15,14.15,315900,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-0.6470165349
2015-10-02 00:00:00+00:00,14.08,14.57,13.89,14.32,14.32,394200,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,1.2073863636
2015-10-05 00:00:00+00:00,14.38,15.11,14.05,14.66,14.66,261400,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,2.0862308762
2015-10-06 00:00:00+00:00,14.74,14.88,13.64,14.07,14.07,383900,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,2.4423337856
2015-10-07 00:00:00+00:00,14.1,14.7,13.96,14.18,14.18,298700,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-4.5390070922
2015-10-08 00:00:00+00:00,13.27,13.95,13.2,13.57,13.57,902400,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-6.2547098719
2015-10-09 00:00:00+00:00,13.63,14.07,13.15,13.86,13.86,289500,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,2.6412325752
2015-10-12 00:00:00+00:00,13.67,13.67,12.205,12.31,12.31,612700,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,0.2926115582
2015-10-13 00:00:00+00:00,12.25,13.19,11.515,11.6,11.6,1466500,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-11.5918367347
2015-10-14 00:00:00+00:00,11.84,11.88,10.825,10.99,10.99,1091100,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-3.4628378378
2015-10-15 00:00:00+00:00,10.57,11.25,10.29,11.03,11.03,2086600,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-12.0151371807
2015-10-16 00:00:00+00:00,11.0,11.14,10.65,10.99,10.99,1187100,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,3.9090909091
2015-10-19 00:00:00+00:00,10.89,11.04,10.53,10.94,10.94,1050300,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-1.0101010101
2015-10-20 00:00:00+00:00,11.19,12.26,11.19,11.34,11.34,2070000,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,2.6809651475000003
2015-10-21 00:00:00+00:00,11.31,11.63,10.62,10.68,10.68,1023300,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,1.0610079576
2015-10-22 00:00:00+00:00,10.69,11.58,10.54,11.39,11.39,660100,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-5.7998129093
2015-10-23 00:00:00+00:00,11.54,11.67,10.86,11.18,11.18,588500,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,7.3656845753999995
2015-10-26 00:00:00+00:00,11.07,11.48,10.76,11.27,11.27,704300,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-4.2457091238
2015-10-27 00:00:00+00:00,11.42,11.49,10.8,10.98,10.98,1157200,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,3.0647985989
2015-10-28 00:00:00+00:00,10.95,11.14,10.65,11.09,11.09,786300,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-4.2922374429
2015-10-29 00:00:00+00:00,11.09,11.24,10.8,10.91,10.91,748100,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,1.2623985573
2015-10-30 00:00:00+00:00,10.99,11.07,10.75,10.9,10.9,370900,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-0.9099181074
2015-11-02 00:00:00+00:00,10.77,10.9,10.31,10.69,10.69,1359200,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-2.0427112349
2015-11-03 00:00:00+00:00,10.74,11.25,10.6,11.03,11.03,2049800,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-0.2793296089
2015-11-04 00:00:00+00:00,10.53,10.73,9.79,9.97,9.97,2373300,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-1.9943019943
2015-11-05 00:00:00+00:00,10.05,10.29,9.89,9.96,9.96,695500,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-4.776119403
2015-11-06 00:00:00+00:00,9.5,9.65,8.95,9.21,9.21,2185300,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-5.7894736842
2015-11-09 00:00:00+00:00,8.91,9.34,8.79,8.8,8.8,982600,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-6.6217732884
2015-11-10 00:00:00+00:00,8.71,8.725,7.91,8.49,8.49,4039700,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-2.2962112514
2015-11-11 00:00:00+00:00,8.9,9.0,8.31,8.96,8.96,1558100,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,2.1348314607
2015-11-12 00:00:00+00:00,8.72,9.17,8.625,8.94,8.94,1016800,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-2.0642201835
2015-11-13 00:00:00+00:00,8.85,8.94,8.61,8.69,8.69,846000,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,1.4689265537
2015-11-16 00:00:00+00:00,8.67,8.92,8.5,8.78,8.78,642000,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-2.0761245675
2015-11-17 00:00:00+00:00,8.85,8.99,8.66,8.81,8.81,439900,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,2.0338983051
2015-11-18 00:00:00+00:00,8.72,8.975,8.52,8.72,8.72,565600,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-1.4908256881
2015-11-19 00:00:00+00:00,8.66,8.8,8.52,8.72,8.72,562700,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-0.6928406467
2015-11-20 00:00:00+00:00,8.7,8.77,8.45,8.47,8.47,826300,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,0.4597701149
2015-11-23 00:00:00+00:00,8.51,8.9,8.44,8.9,8.9,644400,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-2.2326674501
2015-11-24 00:00:00+00:00,8.86,9.0,8.5,8.91,8.91,574000,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,3.9503386005000003
2015-11-25 00:00:00+00:00,8.95,9.27,8.85,9.24,9.24,667300,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,1.0055865922
2015-11-27 00:00:00+00:00,9.3,9.34,9.21,9.29,9.29,259400,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,3.7634408602000002
2015-11-30 00:00:00+00:00,9.31,9.39,8.87,9.31,9.31,1203200,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,0.1074113856
2015-12-01 00:00:00+00:00,9.31,9.31,9.21,9.28,9.28,491100,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,0.0
2015-12-02 00:00:00+00:00,9.24,9.46,9.19,9.23,9.23,452800,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-0.7575757576000001
2015-12-03 00:00:00+00:00,9.33,9.36,9.01,9.2,9.2,602900,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,0.9646302251000001
2015-12-04 00:00:00+00:00,9.29,9.35,8.755,9.27,9.27,914200,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-0.4305705059
2015-12-07 00:00:00+00:00,9.31,9.6,9.02,9.47,9.47,1443500,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,0.2148227712
2015-12-08 00:00:00+00:00,9.3,9.59,8.7,9.51,9.51,1567500,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-0.10752688170000001
2015-12-09 00:00:00+00:00,9.5,9.68,8.877,9.43,9.43,1356500,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,2.1052631579
2015-12-10 00:00:00+00:00,9.39,9.52,9.07,9.24,9.24,687300,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-1.1714589989
2015-12-11 00:00:00+00:00,9.15,9.23,8.68,8.86,8.86,950000,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-2.6229508196999998
2015-12-14 00:00:00+00:00,8.63,9.05,8.63,9.03,9.03,747700,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-6.0254924681
2015-12-15 00:00:00+00:00,9.54,9.7,9.25,9.51,9.51,2131600,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,9.5387840671
2015-12-16 00:00:00+00:00,9.62,9.88,9.52,9.79,9.79,1273000,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,0.8316008316
2015-12-17 00:00:00+00:00,9.76,9.95,9.56,9.59,9.59,706400,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,1.4344262295
2015-12-18 00:00:00+00:00,9.55,9.63,8.605,8.62,8.62,2215100,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-2.1989528796
2015-12-21 00:00:00+00:00,8.71,8.757,8.415,8.71,8.71,658300,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-9.644087256
2015-12-22 00:00:00+00:00,8.1,8.79,8.0,8.78,8.78,1003500,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,-7.5308641975
2015-12-23 00:00:00+00:00,8.83,9.1,8.755,8.84,8.84,705700,Aruzhan,Seitkul,2022-09-07T00:00:00.000Z,8.2672706682
